egydarabig => egy darabig
egyebb => egyeb
egyébb => egyéb
egyel => eggyel (szerintem)
egyértelmüsítő => egyértelműsítő
eggy csapasra => egy csapasra
eggy csapásra => egy csapásra
eggy => egy
eggyes => egyes
eggy helyben => egy helyben
eggyik => egyik
eggyut => egyutt
eggyutt => egyutt
eggyüt => együtt
eggyütt => együtt
egyhelyben => egy helyben
egyhonapos => egy honapos
egyhónapos => egy hónapos
egyidoben => egy idoben
egyidőben => egy időben
egyosszegben => egy osszegben
egyösszegben => egy összegben
egyszemelyben => egy szemelyben
egyszemélyben => egy személyben
egyszercsak => egyszer csak
egyut => egyutt
egyuttelo => egyutt elo
egyutterzo => egyutt erzo
egyuttjaro => egyutt jaro
együt => együtt
együttélő => együtt élő
együttérző => együtt érző
együttjáró => együtt járó
ehelyutt => e helyutt
ehelyütt => e helyütt
elenere => ellenere
elenére => ellenére
elenfel => ellenfel
elenfél => ellenfél
elenseg => ellenseg
elenség => ellenség
eletbevago => eletbe vago
életbevágó => életbe vágó
elipszis => ellipszis
elkisér => elkísér
elorelathato => elore lathato
előli => elöli
előlről => elölről
előrelátható => előre látható
előszőr => először
elött => előtt
elsofokon => elso fokon
elsoszamu => elso szamu
elsőfokon => első fokon
elsőszámú => első számú
ellyel => ejjel
éllyel => éjjel
e-mail-ben => e-mailben
email-ben => e-mailben
emailben => e-mailben
e-mail-en => e-mailen
emailen => e-mailen
e-mail-t => e-mailt
emeltszintu => emelt szintu
emeltszintű => emelt szintű
engedej => engedely
engedéj => engedély
enyeme => enyem
enyémé => enyém
enyime => enyem
enyimé => enyém
eppenhogy => eppen hogy
éppenhogy => éppen hogy
erdekkepviseleti => erdek-kepviseleti
érdekképviseleti => érdek-képviseleti
erkej => erkely
erkéj => erkély
esej => esely
eséj => esély
eszszeru => esszeru
észszerű => ésszerű
esztergajos => esztergalyos
esztergájos => esztergályos
eszt => ezt
eufórikus => euforikus
E vitamin => E-vitamin
evkozben => ev kozben
evkozbeni => ev kozbeni
évközben => év közben
évközbeni => év közbeni
evvege => ev vege
évvége => év vége
evvegi => ev vegi
évvégi => év végi
ezevi => ez evi
ezévi => ez évi
ezideig => ez ideig
ezidotajt => ez ido tajt
ezidőtájt => ez idő tájt
eziranyu => ez iranyu
ezirányú => ez irányú
ez mellett => emellett
ez miatt => emiatt
ezugyben => ez ugyben
ezügyben => ez ügyben
faárú => faáru
falyta => fajta
fejjebb => feljebb
féle => -féle
feleloseget => felelosseget
feleloseg => felelosseg
felelőséget => felelősséget
felelőség => felelősség
felevkozben => felev kozben
felevkozbeni => felev kozbeni
félévközben => félév közben
félévközbeni => félév közbeni
felöl => felől
felöli => felőli
felsovezetoi => felso vezetoi
felsővezetői => felső vezetői
felyleszt => fejleszt
felylodik => fejlodik
felylődik => fejlődik
fennt => fent
feszejez => feszelyez
feszéjez => feszélyez
figyelembeveve => figyelembe veve
figyelembevéve => figyelembe véve
figyelembevevo => figyelembe vevo
figyelembevevő => figyelembe vevő
file-okat => fájlokat
fitness => fitnesz
foglakoznak => foglalkoznak
foglakozni => foglalkozni
fogoj => fogoly
fojik => folyik
fojjon => folyjon
fojo => folyo
fojó => folyó
fojoso => folyoso
fojosó => folyosó
fojtat => folytat
fojtatolagosan => folytatolagosan
fojtatólagosan => folytatólagosan
fojton => folyton
fojvast => folyvast
fojvást => folyvást
folle => fole
follyek => folyjek
follyék => folyjék
follyon => folyjon
folytas => fojtas
folytás => fojtás
folytogat => fojtogat
fomuve => fo muve
foradalom => forradalom
föllé => fölé
főműve => fő műve
fuly => fuj
fúly => fúj
fullyon => fujjon
fúllyon => fújjon
furuja => furulya
futbal => futball
gajj => gally
gajramegy => gajra megy
gajravag => gajra vag
gajravág => gajra vág
gallyra megy => gajra megy
gallyramegy => gajra megy
gallyra vag => gajra vag
gallyravag => gajra vag
gallyra vág => gajra vág
gallyravág => gajra vág
galyra megy => gajra megy
galyramegy => gajra megy
galyra vag => gajra vag
galyravag => gajra vag
galyra vág => gajra vág
galyravág => gajra vág
glecser => gleccser
goja => golya
gója => gólya
gojo => golyo
gojó => golyó
gombalaku => gomb alaku
gombamodra => gomba modra
gombamódra => gomba módra
gomboju => gombolyu
gömbalakú => gömb alakú
gömböjű => gömbölyű
gyengenlatok => gyengen latok
gyengénlátók => gyengén látók
gyepp => gyep
gyulyt => gyujt
gyűlyt => gyűjt
hadjuk => hagyjuk
had legyek => hadd legyek
haggyuk => hagyjuk
hagylya => hagyja
halyo => hajo
halyó => hajó
halysza => hajsza
halyt => hajt
harkaj => harkaly
harkáj => harkály
harmónikus => harmonikus
haromhonapos => harom honapos
háromhónapos => három hónapos
hatarmenti => hatar menti
határmenti => határ menti
hatarontuli => hataron tuli
határontúli => határon túli
hathonapos => hat honapos
hathónapos => hat hónapos
hátúl => hátul
hazassagkototerem => hazassagkoto terem
házasságkötőterem => házasságkötő terem
hazhoz-szallitas => hazhoz szallitas
házhoz-szállítás => házhoz szállítás
hazhozszallitas => hazhoz szallitas
házhozszállítás => házhoz szállítás
hazsnalt => hasznalt
hazsnált => használt
heggeszt => hegeszt
heggeszto => hegeszto
heggesztő => hegesztő
hejes => helyes
hejesirasellenorzo => helyesiras-ellenorzo
hejesírásellenőrző => helyesírás-ellenőrző
hejesiras => helyesiras
hejesírás => helyesírás
hejiseg => helyiseg
hejiség => helyiség
hejseg => helyseg
hejség => helység
hektóliter => hektoliter
helya => heja
hélya => héja
hethonapos => het honapos
héthónapos => hét hónapos
hetkozben => het kozben
hetkozbeni => het kozbeni
hétközben => hét közben
hétközbeni => hét közbeni
hidegvizes => hideg vizes
hidegvizet => hideg vizet
higyed el => higgyed el
higyje => higgye
higyjen => higgyen
higyj => higgy
higyjuk => higgyuk
higyjük => higgyük
hírdetés => hirdetés
hírdetmény => hirdetmény
hivő => hívő
hivők => hívők
hodaj => hodaly
hodáj => hodály
hokozben => ho kozben
hokozbeni => ho kozbeni
hóközben => hó közben
hóközbeni => hó közbeni
holocaust => holokauszt
homaj => homaly
homáj => homály
honfoglalaskori => honfoglalas kori
honfoglaláskori => honfoglalás kori
hosszantarto => hosszan tarto
hosszantartó => hosszan tartó
hosszutavu => hosszu tavu (ha nem futunk sehova)
hosszútávú => hosszú távú (ha nem futunk sehova)
hoszu => hosszu
hoszú => hosszú
hovege => ho vege
hóvége => hó vége
hovegen => ho vegen
hóvégén => hó végén
hovegi => ho vegi
hóvégi => hó végi
hrsz-u => hrsz.-u
hrsz-ú => hrsz.-ú
huje => hulye
humaneroforras => human eroforras
humánerőforrás => humán erőforrás
husvét => húsvét
husvéti => húsvéti
hüje => hülye
iboja => ibolya
idegennyelvi => idegen nyelvi
idegennyelvu => idegen nyelvu
idegennyelvű => idegen nyelvű
i\.e\. => i. e.
ien => ilyen
iflyu => ifju
iflyú => ifjú
igazsagugyminiszter => igazsagugy-miniszter
igazságügyminiszter => igazságügy-miniszter
igenybeveheto => igenybe veheto
igénybevehető => igénybe vehető
igenybevett => igenybe vett
igénybevett => igénybe vett
igenybevevo => igenybe vevo
igénybevevő => igénybe vevő
igéret => ígéret
igér => ígér
íjed => ijed
ijen => ilyen
.*ilyed => ijed
íly => ily
ilymodon => ily modon
ilymódon => ily módon
imígyen => imigyen
infrastruktúrális => infrastrukturális
inteligencia => intelligencia
internetten => interneten
internettet => internetet
internett => internet
irdd => ird
írdd => írd
irígy => irigy
irtani => irtani
írtani => irtani
írtás => irtás
i\.sz\. => i. sz.
itéletet => ítéletet
itélet => ítélet
izületek => ízületek
izületet => ízületet
izületi => ízületi
izület => ízület
jatsza => jatssza
játsza => játssza
jatszak => jatsszak
játszák => játsszák
javaresze => java resze
javarésze => java része
jeggyuru => jegygyuru
jeggyűrű => jegygyűrű
jelemzo => jellemzo
jelemző => jellemző
jelentossege => jelentosege
jelentosseggel => jelentoseggel
jelentosseg => jelentoseg
jelentőssége => jelentősége
jelentősséggel => jelentőséggel
jelentősség => jelentőség
jo akaratu => joakaratu
jó akaratú => jóakaratú
jobarat => jo barat
jóbarát => jó barát
joejszakat => jo ejszakat
jóéjszakát => jó éjszakát
joejt => jo ejt
jóéjt => jó éjt
jonehany => jo nehany
jónéhány => jó néhány
jonevu => jo nevu
jónevű => jó nevű
jopar => jo par
jópár => jó pár
joreszet => jo reszet
jórészét => jó részét
joszandek => jo szandek
jószándék => jó szándék
joszandeku => jo szandeku
jószándékú => jó szándékú
josz => jossz
jotanacs => jo tanacs
jótanács => jó tanács
jösz => jössz
jukas => lyukas
juk => lyuk
kajha => kalyha
kájha => kályha
kálcium => kalcium
karaly => karaj
kastéj => kastély
kategórikus => kategorikus
kategórizál => kategorizál
kaukcio => kaucio
kaukció => kaució
kepviselotestulet => kepviselo-testulet
képviselőtestület => képviselő-testület
kesobarokk => keso barokk
későbarokk => késő barokk
késöbb => később
kesseg => keszseg
késség => készség
kethonapos => ket honapos
kéthónapos => két hónapos
kevej => kevely
kevéj => kevély
kevesbbe => kevesbe
kevésbbé => kevésbé
kezenfogva => kezen fogva
kézenfogva => kézen fogva
kezpenz => keszpenz
kézpénz => készpénz
keztyu => kesztyu
keztyű => kesztyű
kezseg => keszseg
kézség => készség
kibocsajt => kibocsat
kibocsájt => kibocsát
kigyó => kígyó
kilenchonapos => kilenc honapos
kilenchónapos => kilenc hónapos
kiljebb => kijjebb
kilogram => kilogramm
kilógram => kilogramm
kilógramm => kilogramm
kilóméter => kilométer
killyebb => kijjebb
kinálat => kínálat
kiraj => kiraly
kiráj => király
kiséri => kíséri
kisér => kísér
kisérleti => kísérleti
kisérlet => kísérlet
kisletszamu => kis letszamu
kislétszámú => kis létszámú
kissebb => kisebb
kissebbseg => kisebbseg
kissebbség => kisebbség
kíváló => kiváló
kiváncsiak => kíváncsiak
kiváncsi => kíváncsi
kiván => kíván
kivánság => kívánság
kivánt => kívánt
kivül => kívül
kivűl => kívül
kívűl => kívül
klipp => klip
kodber => kotber
kojok => kolyok
kolega => kollega
koléga => kolléga
kolni viz => kolniviz
kolumbozo => kulonbozo
komoj => komoly
kompakt lemez => kompaktlemez
kompatíbilis => kompatibilis
komunista => kommunista
koperacio => kooperacio
kóperáció => kooperáció
koralaku => kor alaku
Korea => Korea
Kórea => Korea
kozgazdasagtudomanyi => kozgazdasag-tudomanyi
kozgazdasagtudomany => kozgazdasag-tudomany
kozoseg => kozosseg
kozot => kozott
kozvelemenykutatas => kozvelemeny-kutatas
kozvelemenykutatasok => kozvelemeny-kutatasok
ködbér => kötbér
köjök => kölyök
kölni víz => kölnivíz
kölümböző => különböző
köralakú => kör alakú
körut => körút
kőrut => körút
kőrút => körút
közgazdaságtudományi => közgazdaság-tudományi
közgazdaságtudomány => közgazdaság-tudomány
közöség => közösség
(közös lónak túrós|túrós a háta) => közös lónak túros a háta
közöt => között
közvéleménykutatás => közvélemény-kutatás
közvéleménykutatások => közvélemény-kutatások
kristaj => kristaly
kristáj => kristály
kulombseg => kulonbseg
kultúrális => kulturális
kultúráltan => kulturáltan
kultúrált => kulturált
kupalaku => kup alaku
kúpalakú => kúp alakú
külömbség => különbség
lakosag => lakossag
lakóság => lakosság
lakósság => lakosság
L-alaku => L alaku
L-alakú => L alakú
lasan => lassan
lasu => lassu
lasú => lassú
ld\. => l.
ledegradal => degradal
ledegradál => degradál
legalabb is => legalabbis
legalább is => legalábbis
legelől => legelöl
legfejjebb => legfeljebb
legmagasabbrendu => legmagasabb rendu
legmagasabbrendű => legmagasabb rendű
legujabbkori => legujabb kori
legújabbkori => legújabb kori
legyszives => legy szives
légyszives => légy szíves
légyszíves => légy szíves
lehellet => lehelet
lejebb => lejjebb
lejeb => lejjebb
lejjeb => lejjebb
lelkiismeret furdalas => lelkiismeret-furdalas
lelkiismeretfurdalas => lelkiismeret-furdalas
lelkiismeret furdalás => lelkiismeret-furdalás
lelkiismeretfurdalás => lelkiismeret-furdalás
lelyebb => lejjebb
lellyebb => lejjebb
lennt => lent
lenyegretoro => lenyegre toro
lényegretörő => lényegre törő
lesulyt => lesujt
lesúlyt => lesújt
lessz => lesz
licenszel => licenccel (fn) vagy licencel (ige)
licensz => licenc
liszencel => licenccel (fn) vagy licencel (ige)
liszenc => licenc
liszenszel => licenccel (fn) vagy licencel (ige)
liszensz => licenc
lsd\. => l.
lukverc => rukverc
lükverc => rükverc
lyatszik => jatszik
lyátszik => játszik
lyavit => javit
lyavít => javít
lyo => jo
lyó => jó
M0-as => M0-s
M0-ás => M0-s
magasabbrendu => magasabb rendu
magasabbrendű => magasabb rendű
magasfoku => magas foku
magasfokú => magas fokú
magyarnyelvu => magyar nyelvu
magyarnyelvű => magyar nyelvű
maket => makett
malyd => majd
mammut => mamut
marcsak => mar csak
márcsak => már csak
masfelezer => masfel ezer
másfélezer => másfél ezer
masfelmillio => masfel millio
másfélmillió => másfél millió
masfelszaz => masfel szaz
másfélszáz => másfél száz
mediteran => mediterran
mediterán => mediterrán
megbocsajt => megbocsat
megbocsájt => megbocsát
megcsak => meg csak
mégcsak => még csak
megegyszer => meg egyszer
mégegyszer => még egyszer
megfedi => megfeddi
megfed => megfedd
megha => meg ha
mégha => még ha
meghírdetett => meghirdetett
megigér => megígér
meginkabb => meg inkabb
méginkább => még inkább
megintcsak => megint csak
megkisérel => megkísérel
megsincs => meg sincs
mégsincs => még sincs
megszűntetése => megszüntetése
megszűntetésére => megszüntetésére
megszűntetni => megszüntetni
megszünt => megszűnt
megtalalha => megtalalja
megtalálha => megtalálja
mej => mely
méj => mély
melegvizes => meleg vizes
melegvizet => meleg vizet
melegvizu => meleg vizu
melegvizű => meleg vizű
melett => mellett
mellekhelyseg => mellekhelyiseg
mellékhelység => mellékhelyiség
mellekhelysegre => mellekhelyisegre
mellékhelységre => mellékhelyiségre
melyvizbe => mely vizbe
mélyvízbe => mély vízbe
menetkozbeni => menet kozbeni
menetkozben => menet kozben
menetközbeni => menet közbeni
menetközben => menet közben
menetrendszerinti => menetrend szerinti
menű => menü
mennyasszony => menyasszony
mennyegzo => menyegzo
mennyegző => menyegző
menyorszag => mennyorszag
menyország => mennyország
mFt => M Ft
mien => milyen
mijen => milyen
miliard => milliard
miliárd => milliárd
milimeter => millimeter
miliméter => milliméter
milio => millio
milió => millió
milyert => miert
milyért => miért
mindenegyes => minden egyes
mindenestre => mindenesetre
mindezidaig => mindez idaig
mindezidáig => mindez idáig
míndig => mindig
mindíg => mindig
mindlyart => mindjart
mindlyárt => mindjárt
minnel => minel
minnél => minél
minosegellenorzes => minoseg-ellenorzes
minőségellenőrzés => minőség-ellenőrzés
mirelitaru => mirelit aru
mirelitáru => mirelit áru
modeba.* => mode-ba
modernkori => modern kori
moj => moly
mosoj => mosoly
mostmar => most mar
mostmár => most már
MrdFt => Mrd Ft
muja => mulya
munkaegeszsegugyi => munka-egeszsegugyi
munkaegészségügyi => munka-egészségügyi
munkaeropiaci => munkaero-piaci
munkaerőpiaci => munkaerő-piaci
munkakozbeni => munka kozbeni
munkakozben => munka kozben
munkaközbeni => munka közbeni
munkaközben => munka közben
múszáj => muszáj
muszaly => muszaj
muszály => muszáj
múszály => muszáj
nagyerteku => nagy erteku
nagyértékű => nagy értékű
nagyfelbontasu => nagy felbontasu
nagyfelbontású => nagy felbontású
nagyforgalmu => nagy forgalmu
nagyforgalmú => nagy forgalmú
nagyformatumu => nagy formatumu
nagyformátumú => nagy formátumú
nagyhatalmu => nagy hatalmu
nagyhatalmú => nagy hatalmú
nagyhatasu => nagy hatasu
nagyhatású => nagy hatású
nagyhiru => nagy hiru
nagyhírű => nagy hírű
nagyjelentosegu => nagy jelentosegu
nagyjelentőségű => nagy jelentőségű
nagykiterjedesu => nagy kiterjedesu
nagykiterjedésű => nagy kiterjedésű
nagylepteku => nagy lepteku
nagyléptékű => nagy léptékű
nagymennyisegu => nagy mennyisegu
nagymennyiségű => nagy mennyiségű
nagymultu => nagy multu
nagymúltú => nagy múltú
nagyrabecsult => nagyra becsult
nagyrabecsült => nagyra becsült
nagyresze => nagy resze
nagyrésze => nagy része
nagyreszet => nagy reszet
nagyrészét => nagy részét
nagyritkan => nagy ritkan
nagyritkán => nagy ritkán
nagysebessegu => nagy sebessegu
nagysebességű => nagy sebességű
nagysikeru => nagy sikeru
nagysikerű => nagy sikerű
nagyszamban => nagy szamban
nagyszámban => nagy számban
nagyszemu => nagy szemu
nagyszemű => nagy szemű
nagytekintelyu => nagy tekintelyu
nagytekintélyű => nagy tekintélyű
nagyteljesitmenyu => nagy teljesitmenyu
nagyteljesítményű => nagy teljesítményű
nagytestu => nagy testu
nagytestű => nagy testű
nagytomegu => nagy tomegu
nagytömegű => nagy tömegű
nagyvonalakban => nagy vonalakban
naív => naiv
nallam => nalam
nállam => nálam
navaja => nyavalya
negyhonapos => negy honapos
négyhónapos => négy hónapos
negyzetalaku => negyzet alaku
négyzetalakú => négyzet alakú
nejlon harisnya => nejlonharisnya
nemetajku => nemet ajku
németajkú => német ajkú
nemletezo => nem letezo
nemlétező => nem létező
nemmindennapi => nem mindennapi
nemnagyon => nem nagyon
new yorki => New York-i
newyorki => New York-i
neylon => nejlon
novenyvedoszerek => novenyvedo szerek
növényvédőszerek => növényvédő szerek
nyarvegi => nyar vegi
nyárvégi => nyár végi
nyílat => nyilat
nyilt szivu => nyiltszivu
nyílt szívű => nyíltszívű
nyitvatartasa => nyitva tartasa
nyitvatartása => nyitva tartása
nyitvatartas => nyitva tartas
nyitvatartás => nyitva tartás
nyolchonapos => nyolc honapos
nyolchónapos => nyolc hónapos
nyomonkovetese => nyomon kovetese
nyomonkovet => nyomon kovet
nyomonkövetése => nyomon követése
nyomonkövet => nyomon követ
occs => ocs
oda-visszautazas => oda-vissza utazas
oda-visszautazás => oda-vissza utazás
oda-visszaut => oda-vissza ut
oda-visszaút => oda-vissza út
ohaly => ohaj
óhaly => óhaj
ojan => olyan
olymodon => oly modon
olymódon => oly módon
onnallo => onallo
orokeletu => orok eletu
orokervenyu => orok ervenyu
orvadasz => orvvadasz
orvadász => orvvadász
oszes => osszes
oszhaju => osz haju
osztaj => osztaly
osztáj => osztály
othonapos => ot honapos
öccs => öcs
önnálló => önálló
örökéletű => örök életű
örökérvényű => örök érvényű
Őrs => Örs
öszes => összes
őszhajú => ősz hajú
öthónapos => öt hónapos
paja => palya
pája => pálya
papagaly => papagaj
papagály => papagáj
papiralapu => papir alapu
papíralapú => papír alapú
papirzsebkendo => papir zsebkendo
papir zsebkendő => papír zsebkendő
papirzsebkendő => papír zsebkendő
papírzsebkendő => papír zsebkendő
paraly => paraj
paraolimpia => paralimpia
parszaz => par szaz
párszáz => pár száz
partícionál => particionál
partició => partíció
patka => padka
patkoalaku => patko alaku
patkóalakú => patkó alakú
pehes => peches
pehhes => peches
pekkes => peches
penicilin => penicillin
pennicilin => penicillin
pennicillin => penicillin
periódikus => periodikus
perpetum mobile => perpetuum mobile
Ph.D => PhD
pikkej => pikkely
ping-pong => pingpong
pld\. => pl.
plussz => plusz
portfolió => portfólió
pósta => posta
pozícionál => pozicionál
pozició => pozíció
pozicíó => pozíció
pozícíó => pozíció
pro és kontra => pró és kontra
projectek => projektek
rádióaktív => radioaktív
raggaszt => ragaszt
rakovetkezo => ra kovetkezo
rákövetkező => rá következő
rejtej => rejtely
rejtéj => rejtély
rencam => rendszam
rencám => rendszám
resztvenni => reszt venni
résztvenni => részt venni
resztvesznek => reszt vesznek
résztvesznek => részt vesznek
resztvesz => reszt vesz
résztvesz => részt vesz
resztvettek => reszt vettek
résztvettek => részt vettek
resztvett => reszt vett
résztvett => részt vett
revidial => revideal
revidiál => revideál
robaly => robaj
robosztus => robusztus
rohelyes => rohejes
rohely => rohej
romankori => roman kori
románkori => román kori
rovidtavu => rovid tavu
röhelyes => röhejes
röhely => röhej
rövidtávú => rövid távú
rublika => rubrika
sajatkezuleg => sajat kezuleg
sajatkezu => sajat kezu
sajátkezűleg => saját kezűleg
sajátkezű => saját kezű
S-alaku => S alaku
S-alakú => S alakú
salyat => sajat
salyát => saját
salynos => sajnos
sehogysem => sehogy sem
sehogyse => sehogy se
sejem => selyem
sekej => sekely
sekéj => sekély
semifele => semmifele
semiféle => semmiféle
semifelé => semmifelé
semijen => semmilyen
semikor => semmikor
semilyen => semmilyen
semis => semmis
semmeddig => semeddig
semmejik => semelyik
semmekkora => semekkora
semmelyik => semelyik
semmenyi => semennyi
semmennyi => semennyi
semmere => semerre
semmerre => semerre
síma => sima
siserehad => siserahad
sokezer => sok ezer
sokhelyutt => sok helyutt
sokhelyütt => sok helyütt
sokmillio => sok millio
sokmillió => sok millió
sokminden => sok minden
sokmindent => sok mindent
sokszaz => sok szaz
sokszáz => sok száz
soronkivul => soron kivul
soronkívül => soron kívül
soronkivűl => soron kívül
soronkívűl => soron kívül
struktúrális => strukturális
studió => stúdió
sujjed => sullyed
sujjeszt => sullyeszt
sujos => sulyos
sújos => súlyos
suj => suly
súj => súly
süjjed => süllyed
süjjeszt => süllyeszt
sűrgős => sürgős
szabaddemokratak => szabad demokratak
szabaddemokraták => szabad demokraták
szabaj => szabaly
szabáj => szabály
szallag => szalag
számit => számít
szamonkerheto => szamon kerheto
számonkérhető => számon kérhető
szamontartott => szamon tartott
számontartott => számon tartott
szamottarto => szamot tarto
számottartó => számot tartó
szavana => szavanna
szeint => szerint
szellyel => szejjel
széllyel => széjjel
szembenallo => szemben allo
szembenálló => szemben álló
szemej => szemely
szeméj => személy
szendioxid kibocsatas => szen-dioxid-kibocsatas
széndioxid kibocsátás => szén-dioxid-kibocsátás
szendioxid => szen-dioxid
széndioxid => szén-dioxid
szenteletu => szent eletu
szentéletű => szent életű
Szentivaneji => Szent Ivan-eji
Szentivánéji => Szent Iván-éji
szenvedej => szenvedely
szenvedéj => szenvedély
szennyezoanyagok => szennyezo anyagok
szennyezőanyagok => szennyező anyagok
szervesanyagok => szerves anyagok
szervíz.* => szerviz
szeszej => szeszely
szeszéj => szeszély
szeszesitalok => szeszes italok
szijj => szij
szíjj => szíj
szimbólikus => szimbolikus
szimpad => szinpad
szímpad => színpad
szinoníma => szinonima
színtű => szintű
színusz => szinusz
szivalaku => sziv alaku
szívalakú => szív alakú
szobanforgo => szoban forgo
szóbanforgó => szóban forgó
szollo => szolo
szoltiroz => szortiroz
szoltíroz => szortíroz
szoszerinti => szo szerinti
szószerinti => szó szerinti
szoszerint => szo szerint
szószerint => szó szerint
szöllö => szőlő
szőllő => szőlő
szölö => szőlő
sztyep => sztyepp
taj jellegu => tajjellegu
táj jellegű => tájjellegű
T-alaku => T alaku
T-alakú => T alakú
talaly => talaj
taly => taj
tály => táj
tartaj => tartaly
tartáj => tartály
tavaj => tavaly
teljeskoruen => teljes koruen
teljes-koru => teljes koru
teljeskoru => teljes koru
teljeskörűen => teljes körűen
teljes-körű => teljes körű
teljeskörű => teljes körű
telthaz => telt haz
teltház => telt ház
telvegi => tel vegi
télvégi => tél végi
tengej => tengely
tennisz => tenisz
termeszetadta => termeszet adta
természetadta => természet adta
tethanus => tetanusz
tethanusz => tetanusz
tiede => tied
tiedé => tiéd
tikkfa => tíkfa
tíkkfa => tíkfa
típikus => tipikus
tipusú => típusú
tisztantartasa => tisztan tartasa
tisztántartása => tisztán tartása
tizegynehany => tiz-egynehany
tízegynéhány => tíz-egynéhány
tizhonapos => tiz honapos
tízhónapos => tíz hónapos
tobbezer => tobb ezer
tobbszazezer => tobb szazezer
tobbszaz => tobb szaz
tollem => tolem
tona => tonna
tovabbtanul => tovabb tanul
továbbtanul => tovább tanul
tovabbtart => tovabb tart
továbbtart => tovább tart
többezer => több ezer
többszázezer => több százezer
többszáz => több száz
töllem => tőlem
tőllem => tőlem
tőlteni => tölteni
tradícionális => tradicionális
túrista => turista
tüzi => tűzi
tüzoltó => tűzoltó
U-alaku => U alaku
U-alakú => U alakú
ujkeletu => uj keletu
újkeletű => új keletű
ujong => ujjong
újong => ujjong
ujraeloszto => ujra eloszto
újraelosztó => újra elosztó
ulydonsag => ujdonsag
úlydonság => újdonság
ullya => ujja
úllyá => újjá
ullyong => ujjong
ully => ujj
ulysag => ujsag
úlyság => újság
uly => uj
úly => új
únió => unió
unnepej => unnepely
uszaj => uszaly
uszáj => uszály
utallom => utalom
utállom => utálom
útálom => utálom
utanna => utana
utánna => utána
uticel => uti cel
uticél => úti cél
utiköltség => útiköltség
utitárs => útitárs
utján => útján
utmenti => ut menti
útmenti => út menti
utóljára => utoljára
utólsó => utolsó
uzembehelyezese => uzembe helyezese
uzemkozbeni => uzem kozbeni
uzemkozben => uzem kozben
ünnepéj => ünnepély
üzembehelyezése => üzembe helyezése
üzemközbeni => üzem közbeni
üzemközben => üzem közben
vajjon => vajon
vakum => vakuum
vákum => vákuum
V-alaku => V alaku
V-alakú => V alakú
valószínüleg => valószínűleg
valszeg => valószínűleg
valyon => vajon
